Number	Movie_Title	Director1	Director2	Director3	Production_Company	Importer	Distributor1	Distributor2	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number	Movie_Rate	Running_Time	Genre1	Genre2	Actor1	Actor2	Actor3
1,414 	히달고	조 존스톤			터치스톤 픽처스	월트디즈니컴퍼니코리아(주)	한국소니픽쳐스릴리징브에나비스타영화㈜		2004-03-19	일반영화	장편	미국	15	188771000	121578	54885000	55063	12세관람가	135	액션		비고 모텐슨	줄레이카 로빈슨	
1,415 	윔블던	리차드 론크레인			스튜디오 카날,워킹 타이틀 필름	UIP코리아	UIP코리아		2005-03-25	일반영화	장편	영국	67	631922000	121500	386382500	59340	15세관람가	98	드라마		폴 베타니	커스틴 던스트 	
1,416 	블랙아웃	필립 카우프만			파라마운트 픽쳐스		쇼박스㈜미디어플렉스		2005-04-07	일반영화	장편	독일	76	789750000	121366	310847000	44846	15세관람가	97	스릴러		사무엘 L. 잭슨	앤디 가르시아	애슐리 주드
1,417 	소피의 연애 매뉴얼	에바 진				씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2009-08-20	일반영화	장편	중국	188	896131351	121018	327959000	42403	12세이상관람가	107	멜로/로맨스	코미디	장쯔이	소지섭	판빙빙
1,418 	모나리자 스마일	마이크 뉴웰			레볼루션 스튜디오	콜럼비아트라이스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2004-03-19	일반영화	장편	미국	18	238920500	120995	99685000	68251	12세관람가	117	드라마		매기 질렌할	커스틴 던스트 	줄리아 로버츠
1,419 	마이 시스터즈 키퍼	닉 카사베츠				워너브러더스 코리아(주)	워너브러더스 코리아(주)		2009-09-10	일반영화	장편	미국	159	872715162	120952	369455500	49311	12세이상관람가	109	드라마		아비게일 브레스린	카메론 디아즈	알렉 볼드윈
1,420 	리미트리스	닐 버거				(주)씨티엔터테인먼트	팝엔터테인먼트		2012-07-12	일반영화	장편	미국	164	867035000	120914	288984000	38408	15세이상관람가	105	미스터리	스릴러	브래들리 쿠퍼	애비 코니시	로버트 드니로
1,421 	퍼펙트 웨딩(몬스터 인 로)	로버트 루게틱			뉴라인 시네마	(주)타이거픽쳐스	(주)튜브엔터테인먼트		2005-10-20	일반영화	장편	미국	105	695278500	120910	309457500	48980	12세관람가	101	코미디		제인 폰다	제니퍼 로페즈	
1,422 	날 미치게하는 남자	바비 패럴리	피터 패럴리		플라워필름,폭스2000픽처스	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션		2005-10-07	일반영화	장편	미국	78	677438000	120700	352264500	57860	12세관람가	102	코미디	멜로/로맨스	지미 펄론	드류 베리모어	
1,423 	유희왕 극장판	츠지 하츠키				대원씨앤에이홀딩스	대원씨앤에이홀딩스		2005-04-01	일반영화	장편	일본	0	0	120425	0	43159	전체관람가	90	애니메이션	액션	무명씨		
1,424 	라스트 나잇	마시 태지딘				데이지엔터테인먼트	싸이더스 픽쳐스		2011-04-07	일반영화	장편	미국	243	910843000	119963	392621500	49604	청소년관람불가	92	멜로/로맨스		키이라 나이틀리	샘 워싱턴	
1,425 	나는 갈매기	권상준			㈜드림빌엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트		2009-09-26	다양성(예술)영화	장편	한국	71	711793733	119312	141959000	21362	전체관람가	85	다큐멘터리		황진수	김대우	
1,426 	아티스트	미셸 아자나비슈스				(주)영화사 진진	(주)영화사 진진		2012-02-16	다양성(예술)영화	장편	미국	93	910115100	118836	650201600	82208	12세이상관람가	100	멜로/로맨스	코미디	장 뒤자르댕	베레니스 베조	존 굿맨
1,427 	데블	존 에릭 도들			미디어라이트캐피탈	유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)		2010-11-04	일반영화	장편	미국	190	868744643	118286	308849000	39845	15세이상관람가	80	공포		크리스 메시나	로건 마샬-그린	제니 오하라
1,428 	하이 레인	아벨 페리				데이지엔터테인먼트	씨제이엔터테인먼트(주)		2009-09-09	일반영화	장편	프랑스	158	892025506	117545	257706500	32361	청소년관람불가	85	스릴러	액션	파니 발렛	니콜라스 지로드	
1,429 	고스트 라이더 : 복수의 화신	마크 네브다인	브라이언 테일러			(주)누리픽쳐스	롯데쇼핑㈜롯데엔터테인먼트		2012-02-16	일반영화	장편	미국	269	902982500	117263	229674000	28091	15세이상관람가	95	액션	판타지	니콜라스 케이지	이드리스 엘바	
1,430 	쉬즈 더 맨	앤디 픽맨			드림웍스 SKG	데이지엔터테인먼트,㈜메가박스	㈜메가박스		2007-05-03	일반영화	장편	미국	19	775082500	117263	445247000	64349	12세이상관람가	104	코	멜로/로맨스	아만다 바인즈	채닝 테이텀	로라 램지
1,431 	우먼 인 블랙	제임스 왓킨스				KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)	(주)넥스트엔터테인먼트월드(NEW)	KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)	2012-02-16	일반영화	장편	영국	237	862144800	117188	343473800	44298	15세이상관람가	95	공포	스릴러	다니엘 래드클리프	시아란 힌즈	자넷 맥티어
1,432 	정무문 : 100대 1의 전설	유위강				데이지엔터테인먼트	싸이더스 픽쳐스		2011-06-22	일반영화	장편	홍콩	225	872350500	117141	214320000	27154	15세이상관람가	106	액션		견자단	황추생	서기
1,433 	내가 숨쉬는 공기	지호 리				(주)쇼타임	롯데쇼핑㈜롯데엔터테인먼트		2008-04-09	일반영화	장편	미국	181	772348500	117058	311055000	44253	청소년관람불가	95	범죄	스릴러	케빈 베이컨	브랜든 프레이저	앤디 가르시아
1,434 	어머니는 죽지 않는다	하명중			HMJ필름		롯데쇼핑㈜롯데엔터테인먼트		2007-09-12	일반영화	장편	한국	122	705081000	116993	357267500	49664	12세이상관람가	93	가족	드라마	하명중	노민우	한혜숙
1,435 	케로로 더 무비 5: 기적의 사차원섬	사토 준이치	야마구치 스스무		선라이즈 필름	투니버스(주)온미디어	투니버스(주)온미디어		2010-04-29	일반영화	장편	일본	75	801845296	116992	210734500	29583	전체관람가	74	애니메이션	어드벤처	무명씨		
1,436 	8인: 최후의 결사단	진덕삼			차이나필름그룹	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2010-01-21	일반영화	장편	중국	160	878708580	116788	270416000	34297	15세이상관람가	138	액션	사극	견자단	사정봉	양가휘
1,437 	쏘우 3D	케빈 그루터트			어비거보트	코리아스토리	㈜케이디미디어		2010-11-18	일반영화	장편	미국	159	1470144870	115878	485355000	38230	청소년관람불가	89	공포		토빈 벨	코스타스 맨다이어	벳시 러셀
1,438 	들어는 봤니? 모건 부부	마크 로렌스			콜럼비아 픽쳐스 코포레이션	한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2010-01-28	일반영화	장편	미국	163	881895788	115454	469082000	59342	15세이상관람가	103	코미디	멜로/로맨스	휴 그랜트	사라 제시카 파커	
1,439 	화이트 칙스	키넌 아이보리 웨이언스			레볼루션 스튜디오	콜럼비아트라이스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2004-11-17	일반영화	장편	미국	53	497486500	115302	238085000	46883	15세관람가	108	코미디		숀 웨이언스	마론 웨이언스	
1,440 	스쿨 오브 락	리차드 링클레이터				UIP코리아	UIP코리아		2004-02-27	일반영화	장편	미국	19	178647500	115000	95557500	55063	전체관람가	108	코미디		잭 블랙	존 쿠삭	
1,441 	눈물이 주룩주룩	도이 노부히로				폴인씨네마	㈜미로비젼		2007-05-17	일반영화	장편	일본	144	693839500	114995	304344500	48400	12세이상관람가	117	멜로/로맨스	미스터리	츠마부키 사토시	나가사와 마사미	
1,442 	로맨틱 크라운	톰 행크스				판씨네마㈜	싸이더스 픽쳐스		2011-08-17	일반영화	장편	미국	239	860040500	114887	381940500	48803	12세이상관람가	99	멜로/로맨스		톰 행크스	줄리아 로버츠	윌머 발데라마
1,443 	발레 교습소	변영주			좋은영화		씨제이엔터테인먼트(주)		2004-12-03	일반영화	장편	한국	83	531291500	114478	166810000	31871	15세관람가	119	드라마		윤계상	김민정	도지원
1,444 	터키	지미 헤이워드				(주)누리픽쳐스	롯데쇼핑㈜롯데엔터테인먼트		2014-07-31	일반영화	장편	미국	182	790423700	113710	164180800	22489	전체관람가	91	애니메이션	코미디	우디 해럴슨	오웬 윌슨	
1,445 	나인 야드 2	하워드 더치			샤이엔 엔터프라이지즈,프랑시스픽처스	쇼박스㈜미디어플렉스	쇼박스㈜미디어플렉스		2005-02-24	일반영화	장편	미국	78	661030500	112156	244184000	37012	15세관람가	98	코미디		브루스 윌리스	매튜 페리	
1,446 	사랑도 통역이 되나요?	소피아 코폴라			아메리칸조이트로프	씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)		2004-02-20	다양성(예술)영화	장편	미국	15	222375000	112127	137080000	70220	15세관람가	102	멜로/로맨스	액션	빌 머레이	스칼렛 요한슨	
1,447 	배우는 배우다	신연식			(주) 루스이소니도스,(주)김기덕 필름		(주)넥스트엔터테인먼트월드(NEW)		2013-10-24	일반영화	장편	한국	297	811031000	111927	270902500	35389	청소년관람불가	98	드라마		이준	서영희	강신효
1,448 	라 비앙 로즈	올리비에 다한				(주)유레카픽쳐스 	(주)프라임엔터테인먼트		2007-11-21	다양성(예술)영화	장편	프랑스	154	717100500	111048	354349000	52397	12세이상관람가	128	드라마		마리온 꼬띨라르	장 피에르 마틴	
1,449 	로빈슨 가족	스테판 J. 앤더슨				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2007-04-19	일반영화	장편	미국	106	738505000	110963	274344000	36260	전체관람가	101	애니메이션	코미디	폴 버처	안젤라 바셋	
1,450 	꽃미남 연쇄 테러 사건	이권			SM픽쳐스,폴룩스픽쳐스(주)		영화사청어람㈜	(주)엠엔에프씨	2007-07-26	일반영화	장편	한국	107	594279500	110905	166144500	27099	12세이상관람가	80	코미디		권병길	김기범	김석주
1,451 	엽문	엽위신			만다린 필름즈 디스트리뷰션	거원시네마(주)	씨제이엔터테인먼트(주)		2009-04-16	일반영화	장편	홍콩	168	733132023	110805	191917000	27791	12세이상관람가	106	액션	드라마	견자단	임달화	웅대림
1,452 	러브 앤 프렌즈	루크 그린필드				롯데쇼핑㈜롯데엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트		2011-06-16	일반영화	장편	미국	207	795721500	110795	383291500	52359	15세이상관람가	112	드라마		케이트 허드슨	지니퍼 굿윈	
1,453 	극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전 	타케모토 노보루				대원미디어㈜	롯데쇼핑㈜롯데엔터테인먼트		2012-12-13	일반영화	장편	일본	229	759092000	110771	178072500	24623	전체관람가	81	애니메이션		치바 유다이		
1,454 	바디	파윈 푸리킷판야				데이지엔터테인먼트	㈜케이디미디어		2008-05-29	일반영화	장편	태국	160	716431000	110686	197749000	28647	15세이상관람가	94	공포		아락 아몬수파시리	오니라 람월라이	크리티라 인폰위지트
1,455 	트랜스포터 엑스트림	루이스 리테리어			까날 플러스,티에프원	이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션		2005-10-20	일반영화	장편	미국	66	572707000	110500	208367500	35000	15세관람가	87	액션		제이슨 스타뎀	앰버 발레타	
1,456 	모터사이클 다이어리	월터 살레스				씨네클릭 아시아(팬텀)	UIP코리아		2004-11-12	다양성(예술)영화	장편	영국	33	591780000	110000	432228500	70102	15세관람가	124	드라마		가엘 가르시아 베르날	로드리고 드 라 세르나	미아 마에스트로
1,457 	캣츠 앤 독스 2	브레드 페이튼			시디2 필름	워너브러더스 코리아(주)	워너브러더스 코리아(주)		2010-09-16	일반영화	장편	미국	161	810563678	109667	183952000	23143	전체관람가	82	가족	코미디	닐 패트릭 해리스	크리스 오도넬	베트 미들러
1,458 	프로포즈 데이	아넌드 터커			유니버셜 픽쳐스	유니버설픽쳐스인터내셔널 코리아(유)	유니버설픽쳐스인터내셔널 코리아(유)		2010-04-08	일반영화	장편	미국	149	826704936	109313	413981500	53038	12세이상관람가	100	멜로/로맨스	코미디	에이미 애덤스	매튜 굿	
1,459 	걸프렌즈	강석범			영화사아람(주),㈜미로비젼		(주)넥스트엔터테인먼트월드(NEW)		2009-12-17	일반영화	장편	한국	244	787235297	109195	318246000	42177	15세이상관람가	114	멜로/로맨스	코미디	강혜정	한채영	허이재
1,460 	더 콘서트	라두 미하일라누				(주)화인픽쳐스,파란프로덕션	유니버설픽쳐스인터내셔널 코리아(유)		2010-11-25	다양성(예술)영화	장편	프랑스	130	784912681	109160	371575000	49485	전체관람가	122	드라마	코미디	알렉세이 구스코프	드미트리 나자로브	
1,461 	미운오리새끼와 랫소의 모험	마이클 헤그너				(주)코랄픽쳐스	예지림엔터테인먼트		2008-04-03	일반영화	장편	프랑스	70	618379000	109094	172541500	30997	전체관람가	84	애니메이션	코미디	저스틴 그렉	모건 C. 존스	
1,462 	히트	이성한			(주)부영엔터테인먼트		(주)넥스트엔터테인먼트월드(NEW)		2011-10-13	일반영화	장편	한국	171	771023500	109019	174749000	22396	15세이상관람가	102	액션	코미디	박성웅	한재석	정성화
1,463 	21	로버트 루케틱				한국소니픽쳐스릴리징브에나비스타영화㈜	한국소니픽쳐스릴리징브에나비스타영화㈜		2008-06-19	일반영화	장편	미국	64	730776100	108648	283162500	41255	15세이상관람가	122	범죄	드라마	짐 스터게스	케빈 스페이시	케이트 보스워스
1,464 	람보 4 : 라스트 블러드	실베스터 스탤론				컬쳐메이커스엔터테인먼트	(주)스튜디오이쩜영		2008-02-28	일반영화	장편	미국	196	696504500	108473	182233000	26990	청소년관람불가	91	액션	스릴러	실베스터 스탤론	줄리 벤즈	
1,465 	마지막 4중주	야론 질버만				(주)티캐스트	(주)티캐스트		2013-07-25	예술영화	장편	미국	29	812813000	108317	546426500	69670	15세이상관람가	105	드라마		필립 세이무어 호프먼	크리스토퍼 월큰	캐서린 키너
1,466 	파워레인저매직포스&트레저포스	모로타 사토시				대원미디어㈜	대원미디어㈜		2007-07-17	일반영화	장편	일본	46	675942000	108085	250557000	39489	전체관람가	72	액션	SF	하시모토 아츠시	마츠모토 히로야	
1,467 	울트라바이올렛	커트 위머				소니픽쳐스릴리징코리아	㈜스튜디오이쩜영		2006-07-20	일반영화	장편	미국	86	578938700	107252	221189500	33148	12세관람가	87	액션	SF	밀라 요보비치		
