Number	Movie_Title	Director1	Production_Company	Importer	Distributor1	Release_Date	Movie_Category	Movie_Type	Nationality	National_Screen_Number	National_Revenue	National_Spectator_Number	Seoul_Revenue	Seoul_Spectator_Number
2467	우린 액션배우다	정병길	독립영화단체앞에있다		KT&G 시네마 상상마당	2008-08-28	일반영화	장편	한국	9	65404819	9622	40905700	5846
2468	쉐프	다니엘 코헨		(주)미디어로그	(주)미디어데이	2013-05-30	일반영화	장편	프랑스	22	69641500	9620	38333500	5070
2469	슈퍼 사이즈 미	모간 스퍼록		(주)튜브엔터테인먼트	(주)스튜디오이쩜영	2004-11-12	일반영화	장편	미국	0	0	9603	0	4310
2470	스왈로우테일 버터플라이	이와이 슌지	록웰아이즈 (ロックウェルアイズ)	(주)튜브엔터테인먼트	(주)튜브엔터테인먼트	2005-06-23	일반영화	장편	일본	0	0	9582	0	8357
2471	영웅: 천하의 시작	장예모		(유)조이앤컨텐츠그룹	(주)박수엔터테인먼트	2014-03-20	일반영화	장편	중국	54	44066600	9575	16875000	2228
2472	콜렉션	마커스 던스탠		(주)제이엠씨미디어	(주)팝엔터테인먼트	2013-05-02	일반영화	장편	미국	62	69000552	9518	20905552	2750
2473	크리스마스에 기적을 만날 확률	곤 사토시		데이지엔터테인먼트	롯데쇼핑㈜롯데엔터테인먼트	2007-12-12	일반영화	장편	일본	0	0	9516	0	3528
2474	오픈 레인지	케빈 코스트너		(주)영화랑	(주)영화사한결	2005-10-27	일반영화	장편	미국	0	0	9495	0	3065
2475	고래를 찾는 자전거	김영로	달이엔티(ENT),(주)필마픽쳐스 		(주)필마픽쳐스 	2011-09-22	일반영화	장편	한국	20	56972000	9488	3748000	478
2476	드림팀	올리비에 다한		(주)퓨어픽쳐스인터내셔널코리아	싸이더스 픽쳐스	2013-03-21	일반영화	장편	프랑스	97	68051500	9483	30404000	3995
2477	한 번도 안 해본 여자	안철호	(주)무비포지		(주)팝엔터테인먼트	2014-01-16	일반영화	장편	한국	66	71166500	9469	40910500	5404
2478	라스트 엑소시즘: 잠들지 않는 영혼	에드 게스-도넬리		(유)조이앤컨텐츠그룹	(주)팝파트너스	2013-06-27	일반영화	장편	미국	92	65939500	9442	16971500	2225
2479	로보싸커	아룽		(주)미디어데이	와이드 릴리즈(주)	2014-07-03	일반영화	장편	말레이지아	115	63694200	9406	9304900	1230
2480	결혼하고도 싱글로 남는법	에릭 라티고		데이지엔터테인먼트	예지림엔터테인먼트	2007-12-06	일반영화	장편	프랑스	7	0	9381	0	9381
2481	메이크 유어 무브 	듀안 아들러	씨제이이앤엠(주),(주)에스엠엔터테인먼트		씨제이이앤엠(주)	2014-04-17	일반영화	장편	한국	96	73741600	9368	35604000	4318
2482	러브 인 비즈니스클래스	알렉상드르 카스타그네티		(주)더블앤조이픽쳐스	(주)마인스 엔터테인먼트	2014-03-20	일반영화	장편	프랑스	79	68185500	9357	38714000	5340
2483	아기 거북 토토의 바다 대모험	닉 스트링거		미디어소프트	예지림엔터테인먼트	2012-10-18	일반영화	장편	영국	90	61158000	9346	15799000	2302
2484	페어웰, 마이 퀸	브누와 쟉꼬		(주)수키픽쳐스	(주)더블앤조이픽쳐스	2013-12-05	일반영화	장편	프랑스	24	67708000	9341	56785500	7553
2485	아메리칸 러브홀릭	마이클 데이비스	드림 엔터테인먼트	에이펙스엔터테인먼트	에이펙스엔터테인먼트	2004-03-26	일반영화	장편	미국	0	0	9321	0	182
2486	디어 한나	패디 콘시딘		(주)영화사 자미	(주)영화사 진진	2012-03-29	일반영화	장편	영국	13	69417800	9241	58529800	7387
2487	불타는 내 마음	최원섭	선샤인필름(주)		씨제이 씨지브이(CJ CGV)(주)	2010-03-25	일반영화	장편	한국	34	70470428	9236	28082000	3532
2488	드래곤 기사단	앵겔 이즈퀴에르도		(주)우성엔터테인먼트	(주)영화사 빅	2014-05-01	일반영화	장편	스페인	91	64333400	9138	17387900	2226
2489	어웨이 위 고	샘 멘데스	빅비치필름즈	(주)스폰지이엔티	(주)스폰지이엔티	2010-02-04	일반영화	장편	영국	5	65773369	9100	58658700	8047
2490	룸바	도미니크 아벨	엠케이투 프로덕션즈	(유)마스엔터테인먼트코리아	(유)마스엔터테인먼트코리아	2009-08-06	일반영화	장편	프랑스	14	64066195	9053	45868000	6426
2491	잊혀진 가방	김상철	파이오니아21		(주)씨타마운틴픽쳐스	2010-07-29	일반영화	장편	한국	7	60758444	9049	31067000	4819
2492	경계도시 2	홍형숙	감어인 필름		시네마달	2010-03-18	일반영화	장편	한국	9	64196626	9032	54622300	7377
2493	노스페이스	필립 슈톨츨	도르 필름 웨스트	(주)동아수출공사	(주)씨타마운틴픽쳐스	2010-06-02	일반영화	장편	독일	20	67666898	8995	33096000	4299
2494	히말라야, 바람이 머무는 곳	전수일	쇼이스트(주),(주)동녘필름		한국예술영화관협회 	2009-06-11	일반영화	장편	한국	27	56205231	8986	30091500	4756
2495	쓰리	톰 튀크베어		(주)티캐스트	(주)티캐스트	2011-09-29	일반영화	장편	독일	9	71501000	8938	64201000	7843
2496	연애의 기술	이수성	LEE FILM,(유)조이앤컨텐츠그룹		(주)팝엔터테인먼트	2013-10-30	일반영화	장편	한국	63	64882000	8913	25991500	3536
2497	4개월, 3주... 그리고 2일	크리스티앙 문주		(주)유레카픽쳐스 	(주)유레카픽쳐스 	2008-02-28	일반영화	장편	프랑스	9	57839000	8900	41781500	6192
2498	파라노이드 파크	구스 반 산트		스폰지	스폰지	2007-11-22	일반영화	장편	프랑스	0	0	8851	0	7501
2499	스페니쉬 아파트먼트	세드릭 클래피쉬		이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2004-01-01	일반영화	장편	스페인	0	0	8840	0	8840
2500	보랏 - 카자흐스탄 킹카의 미국 문화 빨아들이기	래리 찰스		이십세기폭스필름코퍼레이션	이십세기폭스필름코퍼레이션	2007-01-25	일반영화	장편	미국	0	0	8831	0	7659
2501	나스카 카레이싱3D	사이먼 윈서	워너 브러더스 픽쳐스	씨제이 씨지브이(CJ CGV)(주)	씨제이 씨지브이(CJ CGV)(주)	2006-03-30	일반영화	장편	캐나다	0	0	8822	0	6074
2502	고하토	오시마 나기사	오시마 프로덕션즈,카도카와 쇼튼 퍼블리싱,이마지카 코퍼레이션	제이넷이미지(주)	(주)오시네마	2004-04-23	일반영화	장편	일본	0	0	8789	0	4235
2503	사물의 비밀	이영미	필름프론트		예지림엔터테인먼트	2011-11-17	일반영화	장편	한국	29	67954000	8757	41472000	5265
2504	엘레지	이자벨 코이셋	레이크쇼어 엔터테인먼트	(주)누리픽쳐스	(주)누리픽쳐스	2009-03-19	일반영화	장편	미국	10	59863403	8737	44358000	6352
2505	영원과 하루	테오 앙겔로풀로스	스튜디오 카날	㈜영화사 백두대간	㈜영화사 백두대간	2004-11-17	일반영화	장편	그리스	0	0	8736	0	7673
2506	법정스님의 의자	임성구	㈜포춘미디어,케이비에스미디어(주)		(주)키노아이디엠씨	2011-05-12	일반영화	장편	한국	13	61677500	8731	33826500	4541
2507	초한지: 영웅의 부활	루 추안		(주)영화사폴	(주)인벤트스톤	2013-03-28	일반영화	장편	중국	75	60679500	8722	15904500	2282
2508	행복한 엠마 행복한 돼지 그리고 남자	스벤 타딕켄		㈜세종커뮤니케이션스	㈜세종커뮤니케이션스	2008-01-31	일반영화	장편	독일	3	60670000	8705	56975000	8089
2509	애프터 미드나잇	다비드 페라리오		㈜인디스토리	㈜인디스토리	2007-08-23	일반영화	장편	이탈리아	0	0	8682	0	8646
2510	라 붐	클로드 피노토		(주)미디어캐슬	(주)앤드플러스미디어웍스	2013-10-24	일반영화	장편	프랑스	24	64429000	8677	37084000	4845
2511	린다 린다 린다	야마시타 노부히로		㈜씨네콰논코리아	프리비젼엔터테인먼트	2006-04-13	일반영화	장편	일본	0	0	8666	0	8133
2512	미스트리스	까트린느 브레이야		(주)씨앤에스필름즈	프리비젼엔터테인먼트	2008-07-31	일반영화	장편	프랑스	5	58261687	8620	45742000	6637
2513	굿나잇 앤 굿럭	조지 클루니		(주)유레카픽쳐스 	(주)유레카픽쳐스 	2006-03-16	일반영화	장편	미국	0	0	8618	0	8618
2514	미 투	안토니오 나아로	알리시아	(주)바른손 	(주)바른손 	2010-04-15	일반영화	장편	스페인	11	63084959	8592	52475500	6975
2515	금의위 : 14 검의 비밀	이인항		(유)조이앤컨텐츠그룹	(주)팝파트너스	2012-06-14	일반영화	장편	홍콩	42	59263000	8589	20382000	3200
2516	투 아이즈	앨버트 반 스트리엔	악센토 필름,이노디스		KT&G 시네마 상상마당	2010-08-05	일반영화	장편	네덜란드	17	64714138	8587	36348400	4627
2517	나에게서 온 편지	카린느 타르디유		프리비젼엔터테인먼트	프리비젼엔터테인먼트	2013-08-08	일반영화	장편	프랑스	17	63007000	8570	49666500	6183
2518	오이시맨	김정중	(주)스폰지이엔티		(주)스폰지이엔티	2009-02-19	일반영화	장편	한국	15	57946352	8569	46558000	6751
2519	오기와 악동들 더 무비	올리비에 장 마리		그린나래미디어(주)	(주)팝엔터테인먼트	2014-04-17	일반영화	장편	프랑스	139	61444900	8564	13473700	1735
2520	파리의 연인들	다니엘르 톰슨		(주)영화사 진진	(주)영화사 진진	2007-02-08	일반영화	장편	프랑스	0	0	8531	0	6276
2521	나는, 인어공주			㈜영화사 백두대간	㈜영화사 백두대간	2008-10-23	일반영화	장편	러시아	4	62544000	8504	61912500	8373
2522	인 디스 월드	마이클 윈터바텀	비비씨필름즈,브리티쉬필름카운실	㈜영화사 백두대간	㈜영화사 백두대간	2005-07-07	일반영화	장편	영국	0	0	8502	0	8502
2523	카르마	위시트 사사나티앙		(주)누리픽쳐스	(주)누리픽쳐스	2008-06-19	일반영화	장편	태국	20	36302000	8497	15972500	3762
2524	시리어스 맨	에단 코엔	포커스피쳐스,워킹 타이틀 필름,마이크 조스 프로덕션즈	(주)스폰지이엔티	(주)스폰지이엔티	2010-03-25	일반영화	장편	미국	10	63935412	8489	60233800	7929
2525	사랑해도 참을 수 없는 101가지	매트 쿠퍼		(주)코랄픽쳐스	프리비젼엔터테인먼트	2007-01-25	일반영화	장편	미국	0	0	8486	0	4404
2526	릴리 슈슈의 모든 것	이와이 슌지	록웰아이즈 (ロックウェルアイズ)	(주)튜브엔터테인먼트	(주)튜브엔터테인먼트	2005-06-23	일반영화	장편	일본	0	0	8478	0	7952
2527	사운드 오브 노이즈	올라 시몬손			㈜씨에이엔	2011-09-29	일반영화	장편	스웨덴	35	62493000	8461	42791500	5546
2528	신부의 수상한 여행가방	기시타니 고로		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2009-10-29	일반영화	장편	일본	15	63556581	8452	44726000	5892
2529	토끼와 리저드	주지홍	제이엠픽처스		롯데쇼핑㈜롯데엔터테인먼트	2009-10-22	일반영화	장편	한국	61	59535301	8417	27176500	3732
2530	그 사람 추기경	전성우			(주)씨타마운틴픽쳐스	2014-08-06	일반영화	장편	한국	43	59452100	8398	27953100	3705
2531	날아라! 호빵맨 극장판: 구하라! 코코링과 기적의 별	야노 히로유키		얼리버드	씨너스엔터테인먼트(주)	2013-02-07	일반영화	장편	일본	114	41055250	8397	10887750	2117
2532	돈 조반니	카를로스 사우라		라인트리엔터테인먼트 	(주)디지탈케이아이엔	2010-10-14	일반영화	장편	이탈리아	16	60646870	8392	46842400	6281
2533	스위치: 부춘산거도	손건군		스크린조이	(주)팝엔터테인먼트	2014-01-29	일반영화	장편	중국	2	6310000	8350	1500000	300
2534	사랑을 부르는, 파리	세드릭 클래피쉬		(주)스폰지이엔티	소서러스어프렌티스(주)	2009-05-07	일반영화	장편	프랑스	16	57243256	8330	42321500	6002
2535	웨스트 32번가	마이클 강	씨제이엔터테인먼트(주)		씨제이엔터테인먼트(주)	2007-11-22	일반영화	장편	한국	0	0	8321	0	4554
2536	위대한 비행	진재운	부산경남대표방송,롯데쇼핑㈜롯데엔터테인먼트		롯데쇼핑㈜롯데엔터테인먼트	2012-10-18	일반영화	장편	한국	33	47993500	8321	13815000	2251
2537	우디 앨런의 애니씽 엘스	우디 알렌	드림웍스 SKG	(주)아펙스 엔터테인먼트	(주)동숭아트센터	2005-02-04	일반영화	장편	미국	0	0	8309	0	8309
2538	아이언 스카이	티모 부오렌솔라		(유)조이앤컨텐츠그룹	(주)팝파트너스	2012-10-25	일반영화	장편	핀란드	48	60738500	8308	28969500	3896
2539	가자, 장미여관으로	신정균	드림로드,스크린조이		(주)팝파트너스	2013-08-14	일반영화	장편	한국	21	29545500	8307	8825500	1693
2540	춤추는 숲	강석필	감어인 필름		스튜디오느림보	2013-05-23	일반영화	장편	한국	11	56881000	8253	47223000	6556
2541	마더 앤 차일드	로드리고 가르시아		(주)바른손 	(주)바른손 	2011-04-28	일반영화	장편	미국	15	64201500	8252	53158000	6762
2542	디스 이즈 잉글랜드	셰인 메도우스		㈜영화사 백두대간	㈜영화사 백두대간	2009-08-13	일반영화	장편	영국	2	61233371	8249	60318500	8126
2543	샤인 어 라이트	마틴 스콜세지		씨제이엔터테인먼트(주)	씨제이엔터테인먼트(주)	2008-08-28	일반영화	장편	미국	5	56560000	8227	38717500	5607
2544	디트로이트 메탈 시티	리 토시오	토호 컴퍼니	데이지엔터테인먼트	(주)영화사구안	2009-05-21	일반영화	장편	일본	12	55529146	8202	39484000	5685
2545	닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동	후지모리 마사야		투니버스(주)온미디어,㈜크래커픽쳐스	팝엔터테인먼트	2012-02-23	일반영화	장편	일본	64	52785500	8185	13837000	2119
2546	유다의 사자 : 부활절 대모험	데릭 브룸,로저 호킨스		미디어소프트	예지림엔터테인먼트	2013-03-28	일반영화	장편	미국	63	54146500	8180	17260500	2401
2547	두갈: 마법의 회전목마	데이브 보스윅		브런치메이트필름(주)	브릿지웍스 엔터테인먼트(주)	2014-03-06	일반영화	장편	영국	104	55366700	8171	10918500	1555
2548	대통령의 죽음	가브리엘 레인지		(주)유레카픽쳐스 	(주)프라임엔터테인먼트	2006-12-28	일반영화	장편	영국	0	0	8162	0	2293
2549	웰컴	필립 리오레	까날 플러스	피터팬픽쳐스	실버스푼	2009-12-10	일반영화	장편	프랑스	16	59615105	8158	42178500	5666
2550	에밀과 탐정들	프란지스카 부쉬		(주)레드박스엔터테인먼트 	(주)레드박스엔터테인먼트 	2005-09-01	일반영화	장편	독일	0	0	8146	0	676
2551	패션, 위험한 열정	브라이언 드 팔마		판씨네마㈜	판씨네마㈜	2013-08-14	일반영화	장편	독일	33	58729000	8098	36219000	4862
2552	원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR	손석	케이비에스미디어(주),(주)와이지엔터테인먼트		골든타이드픽처스(주)	2013-10-31	일반영화	장편	한국	39	90752500	8038	52770500	4569
2553	어쿠스틱	유상헌	(주)영화발명공작소		(주)키노아이디엠씨	2010-10-28	일반영화	장편	한국	34	57936640	8036	29113500	3871
2554	도로로	시오타 아키히코		아마가스필름	이십세기폭스필름코퍼레이션	2007-10-25	일반영화	장편	일본	0	0	8030	0	2410
2555	블러디 선데이	폴 그린그래스	보드스캐넌에이린		㈜영화사 백두대간	2004-06-18	일반영화	장편	영국	0	0	7996	0	7493
2556	퍼스트 포지션	베스 카그맨		주식회사 루믹스미디어 	골든타이드픽처스(주)	2012-10-25	일반영화	장편	미국	17	59970500	7978	42085500	5482
2557	에너미	드니 빌뇌브		(주)누리픽쳐스	(주)영화사 진진	2014-05-29	일반영화	장편	캐나다	50	62206200	7967	40716400	5020
2558	의궤, 8일간의 축제 3D	최필곤	케이비에스미디어(주),KBS 미디어		케이비에스미디어㈜	2014-04-17	일반영화	장편	한국	16	45334000	7956	22761500	3802
2559	멋진 악몽	미타니 코키		(주)씨타마운틴픽쳐스	(주)씨타마운틴픽쳐스	2012-04-19	일반영화	장편	일본	20	59007000	7936	40620000	5232
2560	타이머	잭 쉐퍼		프리비젼엔터테인먼트	프리비젼엔터테인먼트	2011-03-10	일반영화	장편	미국	40	59880000	7882	31778500	4036
2561	북극의 연인들	훌리오 메뎀		이미지팩토리	이미지팩토리	2008-12-04	일반영화	장편	스페인	7	56687966	7881	46040000	6230
